CommonID;SectorName;Style;TextRUSingle;TextRUPrular;TextENSingle;TextENPrular;TextUASingle;TextUAPrular
PLNL0015;pilonline;common;E-mail адрес для получения договора;;E-mail address for contract;;E-mail адреса для отримання договору;
PLNL0015;pilonline;dude;E-mail адрес для получения договора;;E-mail address for contract;;E-mail адреса для отримання договору;
PLNL0015;pilonline;official;E-mail адрес для получения договора;;E-mail address for contract;;E-mail адреса для отримання договору;
PLNL0016;pilonline;common;E-mail указан не верно;;Email is invalid;;E-mail вказано не вірно;
PLNL0016;pilonline;official;E-mail указан не верно;;Email is invalid;;E-mail вказано не вірно;
PLNL0016;pilonline;dude;E-mail указан не верно;;Email is invalid;;E-mail вказано не вірно;
PLNL0017;pilonline;common;Документы;;Documents;;Документы;
PLNL0017;pilonline;dude;Документы;;Documents;;Документы;
PLNL0017;pilonline;official;Документы;;Documents;;Документы;
PLNL0018;pilonline;dude;Ежемесячная комиссия;;Monthly commission;;Щомісячна комісія;
PLNL0018;pilonline;official;Ежемесячная комиссия;;Monthly commission;;Щомісячна комісія;
PLNL0018;pilonline;common;Ежемесячная комиссия;;Monthly commission;;Щомісячна комісія;
PLNL0019;pilonline;dude;Онлайн-заявка;;Online-offer;;Онлайн-заявка;
PLNL0019;pilonline;common;Онлайн-заявка;;Online-offer;;Онлайн-заявка;
PLNL0019;pilonline;official;Онлайн-заявка;;Online-offer;;Онлайн-заявка;
PLNL0020;pilonline;dude;Ежемесячный платеж;;Monthly payment;;Щомісячний платіж;
PLNL0020;pilonline;common;Ежемесячный платеж;;Monthly payment;;Щомісячний платіж;
PLNL0020;pilonline;official;Ежемесячный платеж;;Monthly payment;;Щомісячний платіж;
PLNL0021;pilonline;common;Необходимо заполнить поле e-mail;;You must fill in the e-mail field;;Необхідно заповнити поле e-mail;
PLNL0021;pilonline;dude;Необходимо заполнить поле e-mail;;You must fill in the e-mail field;;Необхідно заповнити поле e-mail;
PLNL0021;pilonline;official;Необходимо заполнить поле e-mail;;You must fill in the e-mail field;;Необхідно заповнити поле e-mail;
PLNL0022;pilonline;dude;Получить;;Receive;;Отримати;
PLNL0022;pilonline;official;Получить;;Receive;;Отримати;
PLNL0022;pilonline;common;Получить;;Receive;;Отримати;
PLNL0023;pilonline;official;Кредит Online;;Credit Online;;Кредит Online;
PLNL0023;pilonline;dude;Кредит Online;;Credit Online;;Кредит Online;
PLNL0023;pilonline;common;Кредит Online;;Credit Online;;Кредит Online;
PLCH0001;placeholders;common;Поиск;;Search;;Пошук;
PLCH0001;placeholders;dude;Поиск;;Search;;Пошук;
